"objectid","AGENCY","REGULATION","DAYS","HOURS","HRS_BEGIN","HRS_END","REGDETAILS","MODIFIED","EDITOR","RPPAREA1","RPPAREA2","RPPAREA3","FID_100","LENGTH_FT","CONFLICT","ENACTED","CREATED_US","CREATED_DA","LAST_EDITE","LAST_EDI_1","HRLIMIT","CREATED_USER","CREATED_DATE","LAST_EDITED_USER","LAST_EDITED_DATE","RPP_SYM","MTAB_DATE","MTAB_MOTION","MTAB_RESO_TEXT","SYM_RPP2","GLOBALID","EXCEPTIONS","FROM_TIME","TO_TIME","shape","data_as_of","analysis_neighborhood","supervisor_district","data_loaded_at"
"1678",,"Time limited","M-F","800-1800","800","1800",,"2015-01-08 16:00:00-08:00","Mark C. Dreger","M",,,"1251","450","0",,,,,,"2",,,"MTA","2017-05-12 17:13:36-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.43533269 37.805837483, -122.434110584 37.805070656))","2017 May 12 05:13:36 PM","Marina","2","2025 May 03 10:16:38 AM"
"299",,"Time limited","M-F","800-1800","800","1800",,,,"M",,,"7188","412","0",,,,,,"2",,,"MTA","2017-05-12 17:13:24-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.435067057 37.803892106, -122.433660011 37.804071067))","2017 May 12 05:13:24 PM","Marina","2","2025 May 03 10:16:38 AM"
"5844",,"Time limited","M-F","900-1600","900","1600",,"2015-01-07 16:00:00-08:00","Mark C. Dreger","F","G",,"6100","252","0",,,,,,"3",,,"MTA","2017-05-12 17:10:56-07:00","seville orange, 2.5 pt, dash 3:1, interval 2",,,,"seville orange, 2.5 pt, dash 3:1, interval 2 | 3, M-F, 900-1600",,"Yes. RPP holders are exempt from time limits.","9am","4pm","MULTILINESTRING ((-122.449104533 37.790523138, -122.448966291 37.789838734))","2017 May 12 05:10:56 PM","Presidio Heights","2","2025 May 03 10:16:38 AM"
"6770",,"Time limited","M-F","800-1800","800","1800",,,,"K",,,"6910","412","0",,,,,,"2",,,"MTA","2017-05-12 17:12:59-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.428600146 37.796953594, -122.427192 37.797132068))","2017 May 12 05:12:59 PM","Marina","2","2025 May 03 10:16:38 AM"
"5872",,"Time limited","M-F","900-1600","900","1600",,"2015-01-07 16:00:00-08:00","Mark C. Dreger","F",,,"5399","243","0",,,,,,"3",,,"MTA","2017-05-12 17:10:57-07:00","seville orange, 2.5 pt, dash 3:1, interval 2",,,,"seville orange, 2.5 pt, dash 3:1, interval 2 | 3, M-F, 900-1600",,"Yes. RPP holders are exempt from time limits.","9am","4pm","MULTILINESTRING ((-122.45105045 37.791145419, -122.450917506 37.790487338))","2017 May 12 05:10:57 PM","Presidio Heights","2","2025 May 03 10:16:38 AM"
"5936",,"Time limited","M-F","900-1600","900","1600",,,,"F",,,"5405","259","0",,,,,,"2",,,"MTA","2017-05-12 17:10:57-07:00","seville orange, 2.5 pt, no dash",,,,"seville orange, 2.5 pt, no dash | 2, M-F, 900-1600",,"Yes. RPP holders are exempt from time limits.","9am","4pm","MULTILINESTRING ((-122.453860329 37.789028792, -122.453721852 37.788326572))","2017 May 12 05:10:57 PM","Presidio Heights","2","2025 May 03 10:16:38 AM"
"1573",,"Time limited","M-F","800-1800","800","1800",,,,"K",,,"6903","275","0",,,,,,"2",,,"MTA","2017-05-12 17:13:12-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.428775422 37.796897952, -122.428623879 37.79615269))","2017 May 12 05:13:12 PM","Marina","2","2025 May 03 10:16:38 AM"
"1478",,"Time limited","M-F","800-1800","800","1800",,,,"G",,,"5866","415","0",,,,,,"2",,,"MTA","2017-05-12 17:12:59-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.430984773 37.792075881, -122.429567898 37.792255886))","2017 May 12 05:12:59 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"1352",,"Time limited","M-F","800-1800","800","1800",,,,"K",,,"6913","406","0",,,,,,"2",,,"MTA","2017-05-12 17:13:14-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.426798648 37.796342747, -122.42541033 37.796517309))","2017 May 12 05:13:14 PM","Marina","2","2025 May 03 10:16:38 AM"
"2012",,"Time limited","M-F","800-1800","800","1800",,,,"K",,,"6891","412","0",,,,,,"2",,,"MTA","2017-05-12 17:13:14-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.42735677 37.799133616, -122.425949681 37.799313499))","2017 May 12 05:13:14 PM","Marina","2","2025 May 03 10:16:38 AM"
"2071",,"Time limited","M-F","900-1600","900","1600",,,,"F",,,"5444","414","0",,,,,,"2",,,"MTA","2017-05-12 17:10:56-07:00","seville orange, 2.5 pt, no dash",,,,"seville orange, 2.5 pt, no dash | 2, M-F, 900-1600",,"Yes. RPP holders are exempt from time limits.","9am","4pm","MULTILINESTRING ((-122.457135372 37.788746536, -122.455721649 37.788926111))","2017 May 12 05:10:56 PM","Presidio Heights","2","2025 May 03 10:16:38 AM"
"3936",,"Time limited","M-F","800-1800","800","1800",,,,"A","K",,"4542","263","0",,,,,,"2",,,"MTA","2017-05-12 17:13:02-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.425327757 37.797308264, -122.425183719 37.796594168))","2017 May 12 05:13:02 PM","Marina","2","2025 May 03 10:16:38 AM"
"4000",,"Time limited","M-F","800-1800","800","1800",,,,"K",,,"6932","196","0",,,,,,"2",,,"RAYNELLCOOPER","2024-04-29 17:21:10-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.433849924 37.796982243, -122.433742477 37.796451033))","2024 Apr 29 05:21:10 PM","Marina","2","2025 May 03 10:16:38 AM"
"4404",,"Time limited","M-F","800-1800","800","1800",,,,"K",,,"6749","276","0",,,,,,"2",,,"MTA","2017-05-12 17:13:03-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.440713096 37.798252328, -122.440564259 37.79750249))","2017 May 12 05:13:03 PM","Marina","2","2025 May 03 10:16:38 AM"
"4703",,"Time limited","M-F","800-1800","800","1800",,,,"K",,,"6799","275","0",,,,,,"2",,,"MTA","2017-05-12 17:13:35-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.439204686 37.798435848, -122.439053715 37.797690735))","2017 May 12 05:13:35 PM","Marina","2","2025 May 03 10:16:38 AM"
"4515",,"Time limited","M-F","900-1600","900","1600",,,,"F",,,"5434","87","0",,,,,,"2",,,"MTA","2017-05-12 17:10:56-07:00","seville orange, 2.5 pt, no dash",,,,"seville orange, 2.5 pt, no dash | 2, M-F, 900-1600",,"Yes. RPP holders are exempt from time limits.","9am","4pm","MULTILINESTRING ((-122.457371324 37.789874759, -122.457307541 37.789639868))","2017 May 12 05:10:56 PM","Presidio Heights","2","2025 May 03 10:16:38 AM"
"5057",,"Time limited","M-F","800-1800","800","1800",,,,"L",,,"7034","274","0",,,,,,"2",,,"MTA","2017-05-12 17:13:03-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.453990706 37.781097765, -122.45380394 37.780360769))","2017 May 12 05:13:03 PM","Lone Mountain/USF","2","2025 May 03 10:16:38 AM"
"4954",,"Time limited","M-F","800-1800","800","1800",,,,"M",,,"7310","394","0",,,,,,"2",,,"MTA","2017-05-12 17:13:26-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.44011708 37.803872583, -122.43990047 37.802802965))","2017 May 12 05:13:26 PM","Marina","2","2025 May 03 10:16:38 AM"
"4879",,"Time limited","M-F","800-1800","800","1800",,,,"K",,,"6708","278","0",,,,,,"3",,,"MTA","2017-05-12 17:13:28-07:00","lapis lazuli, 2.5 pt, dash 3:1, interval 2",,,,"lapis lazuli, 2.5 pt, dash 3:1, interval 2 | 3, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.447072669 37.797438845, -122.446957297 37.796681512))","2017 May 12 05:13:28 PM","Marina","2","2025 May 03 10:16:38 AM"
"507",,"Time limited","M-F","800-1800","800","1800",,,,"M",,,"7220","182","0",,,,,,"2",,,"MTA","2017-05-12 17:13:36-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.437199279 37.805787237, -122.437300794 37.806280889))","2017 May 12 05:13:36 PM","Marina","2","2025 May 03 10:16:38 AM"
"644",,"Time limited","M-F","800-1800","800","1800",,,,"G",,,"5706","263","0",,,,,,"2",,,"MTA","2017-05-12 17:13:37-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.43872852 37.788412037, -122.438872853 37.789125018))","2017 May 12 05:13:37 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"556",,"Time limited","M-F","900-1600","900","1600",,,,"F",,,"5488","64","0",,,,,,"2",,,"MTA","2017-05-12 17:10:57-07:00","seville orange, 2.5 pt, no dash",,,,"seville orange, 2.5 pt, no dash | 2, M-F, 900-1600",,"Yes. RPP holders are exempt from time limits.","9am","4pm","MULTILINESTRING ((-122.456832257 37.785903323, -122.456614153 37.785931762))","2017 May 12 05:10:57 PM","Presidio Heights","2","2025 May 03 10:16:38 AM"
"279",,"Time limited","M-F","800-1800","800","1800",,,,"M",,,"7304","274","0",,,,,,"2",,,"MTA","2017-05-12 17:13:14-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.441609001 37.801953342, -122.441457462 37.801209465))","2017 May 12 05:13:14 PM","Marina","2","2025 May 03 10:16:38 AM"
"2837",,"Time limited","M-F","800-1800","800","1800",,,,"M",,,"7165","335","0",,,,,,"2",,,"MTA","2017-05-12 17:13:13-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.427920252 37.801937704, -122.426774495 37.802083443))","2017 May 12 05:13:13 PM","Marina","2","2025 May 03 10:16:38 AM"
"6899",,"Time limited","M-Sa","800-2100","800","2100",,,,"A",,,"4356","192","0",,,,,,"2",,,"MTA","2017-05-12 17:17:31-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-Sa, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.413408392 37.804353667, -122.413304555 37.803834026))","2017 May 12 05:17:31 PM","North Beach","3","2025 May 03 10:16:38 AM"
"6883",,"Time limited","M-F","800-1900","800","1900",,,,"A",,,"4438","104","0",,,,,,"2",,,"MTA","2017-05-12 17:14:50-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1900",,"Yes. RPP holders are exempt from time limits.","8am","7pm","MULTILINESTRING ((-122.417173761 37.798602994, -122.417231652 37.798886068))","2017 May 12 05:14:50 PM","Russian Hill","3","2025 May 03 10:16:38 AM"
"1078",,"Time limited","M-Sa","800-2100","800","2100",,,,"A",,,"4467","81","0",,,,,,"2",,,"MTA","2017-05-12 17:17:39-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-Sa, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.406210624 37.799800089, -122.40593295 37.799835343))","2017 May 12 05:17:39 PM","North Beach","3","2025 May 03 10:16:38 AM"
"6416",,"Time limited","M-F","800-1800","800","1800",,"2015-01-08 16:00:00-08:00","Mark C. Dreger","A","K","M","4375","270","0",,,,,,"2",,,"MTA","2017-05-12 17:13:12-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.424550811 37.802194744, -122.424401917 37.801462629))","2017 May 12 05:13:12 PM","Russian Hill","3","2025 May 03 10:16:38 AM"
"7033",,"Time limited","M-Sa","800-2100","800","2100",,,,"A","C",,"4771","205","0",,,,,,"2",,,"MTA","2017-05-12 17:17:31-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-Sa, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.420186611 37.797088762, -122.419486283 37.797177664))","2017 May 12 05:17:31 PM","Russian Hill","3","2025 May 03 10:16:38 AM"
"1581",,"Time limited","M-Sa","800-2100","800","2100",,,,"C",,,"4860","137","0",,,,,,"2",,,"MTA","2017-05-12 17:17:39-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-Sa, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.409368843 37.793437912, -122.409292612 37.793066017))","2017 May 12 05:17:39 PM","Chinatown","3","2025 May 03 10:16:38 AM"
"412",,"Time limited","M-F","800-1900","800","1900",,,,"A","C",,"4692","406","0",,,,,,"2",,,"MTA","2017-05-12 17:14:50-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1900",,"Yes. RPP holders are exempt from time limits.","8am","7pm","MULTILINESTRING ((-122.416693011 37.796554488, -122.415305329 37.796731156))","2017 May 12 05:14:50 PM","Nob Hill","3","2025 May 03 10:16:38 AM"
"5892",,"Time limited","M-Sa","800-2100","800","2100",,"2015-01-08 16:00:00-08:00","Mark C. Dreger","A",,,"4500","263","0",,,,,,"1",,,"MTA","2017-05-12 17:17:28-07:00","black, 2.5 pt, dash 1:1, interval 2",,,,"black, 2.5 pt, dash 1:1, interval 2 | 1, M-Sa, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.403212205 37.802966718, -122.403069056 37.802253801))","2017 May 12 05:17:28 PM","North Beach","3","2025 May 03 10:16:38 AM"
"6604",,"Time limited","M-Sa","800-2100","800","2100",,,,"A","C",,"4757","408","0",,,,,,"2",,,"MTA","2017-05-12 17:17:28-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-Sa, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.41380546 37.798854448, -122.412411315 37.799031909))","2017 May 12 05:17:28 PM","Nob Hill","3","2025 May 03 10:16:38 AM"
"4733",,"Time limited","M-F","800-1900","800","1900",,,,"A","C",,"4701","129","0",,,,,,"2",,,"MTA","2017-05-12 17:14:50-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1900",,"Yes. RPP holders are exempt from time limits.","8am","7pm","MULTILINESTRING ((-122.416799204 37.796091541, -122.41672788 37.795742015))","2017 May 12 05:14:50 PM","Russian Hill","3","2025 May 03 10:16:38 AM"
"3834",,"Time limited","M-Sa","800-1600","800","1600",,"2015-01-11 16:00:00-08:00","Mark C. Dreger","C",,,"4672","401","0",,,,,,"2",,,"MTA","2017-05-12 17:10:56-07:00","poinsettia red, 2.5 pt, no dash",,,,"poinsettia red, 2.5 pt, no dash | 2, M-Sa, 800-1600",,"Yes. RPP holders are exempt from time limits.","8am","4pm","MULTILINESTRING ((-122.416947657 37.788101936, -122.418318156 37.787924137))","2017 May 12 05:10:56 PM","Nob Hill","3","2025 May 03 10:16:38 AM"
"6037",,"Time limited","M-Sa","800-2100","800","2100",,,,"C","G",,"4966","267","0",,,,,,"2",,,"MTA","2017-05-12 17:17:39-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-Sa, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.419669778 37.794289122, -122.419530567 37.793563576))","2017 May 12 05:17:39 PM","Russian Hill","3","2025 May 03 10:16:38 AM"
"6793",,"Time limited","M-Sa","800-2100","800","2100",,,,"A",,,"9737","411","0",,,,,,"2",,,"MTA","2017-05-12 17:17:38-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-Sa, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.416751701 37.80515546, -122.41534547 37.805332378))","2017 May 12 05:17:38 PM","North Beach","3","2025 May 03 10:16:38 AM"
"2851",,"Time limited","M-Sa","800-2100","800","2100",,,,"A","C",,"4724","85","0",,,,,,"2",,,"MTA","2017-05-12 17:17:39-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-Sa, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.411558275 37.795818612, -122.411513654 37.795588929))","2017 May 12 05:17:39 PM","Chinatown","3","2025 May 03 10:16:38 AM"
"2704",,"Time limited","M-Sa","800-2100","800","2100",,,,"A",,,"4159","266","0",,,,,,"2",,,"MTA","2017-05-12 17:17:30-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-Sa, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.417753979 37.801393005, -122.417883956 37.80211737))","2017 May 12 05:17:30 PM","Russian Hill","3","2025 May 03 10:16:38 AM"
"1380",,"Time limited","M-F","800-1900","800","1900",,,,"A",,,"4408","181","0",,,,,,"2",,,"MTA","2017-05-12 17:14:50-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1900",,"Yes. RPP holders are exempt from time limits.","8am","7pm","MULTILINESTRING ((-122.418137231 37.799253031, -122.41751991 37.799332148))","2017 May 12 05:14:50 PM","Russian Hill","3","2025 May 03 10:16:38 AM"
"3919",,"Time limited","M-Sa","700-1800","700","1800","16-132","2016-10-12 17:00:00-07:00","Arty Zhang",,,,,,,"9/20/2016",,,,,"1","AZHANG","2016-10-13 18:21:11-07:00","MTA","2017-05-12 17:13:38-07:00",,"2016-09-19 17:00:00-07:00",,"U. ESTABLISH – UNMETERED GENERAL PARKING, 1 HOUR TIME LIMIT, 7 AM TO 6 PM MONDAY THROUGH SATURDAY |  31st Avenue, west side, from Taraval Street to 100 feet northerly",,,"None. Regulation applies to all vehicles.","7am","6pm","MULTILINESTRING ((-122.488637552 37.742601734, -122.488656388 37.742871352))","2017 May 12 05:13:38 PM","Sunset/Parkside","4","2025 May 03 10:16:38 AM"
"1880",,"No oversized vehicles","M-Su","2400-600","2400","600","Oversized vehicles and trailers are those longer than 22 feet or taller than 7 feet","1899-12-29 16:07:00-07:53",,,,,"0","657","1","May 2013",,,"mta","1442448000000","0",,,"MTA","2017-05-12 17:09:15-07:00",,,,,,,"Yes. Typical passenger vehicles are exempt.","12am","6am","MULTILINESTRING ((-122.495456746 37.764603623, -122.495318276 37.762803269))","2017 May 12 05:09:15 PM","Sunset/Parkside","4","2025 May 03 10:16:38 AM"
"6758",,"Time limited","M-F","800-1800","800","1800",,,,"H",,,"6117","599","0",,,,,,"2",,,"MTA","2017-05-12 17:13:38-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.476252159 37.734446133, -122.476138129 37.732806473, -122.476137244 37.732809791))","2017 May 12 05:13:38 PM","Sunset/Parkside","4","2025 May 03 10:16:38 AM"
"6",,"No oversized vehicles","M-Su","2400-600","2400","600","Oversized vehicles and trailers are those longer than 22 feet or taller than 7 feet","1899-12-29 16:07:00-07:53",,,,,"0","629","1","May 2013",,,"mta","1442448000000","0",,,"MTA","2017-05-12 17:09:13-07:00",,,,,,,"Yes. Typical passenger vehicles are exempt.","12am","6am","MULTILINESTRING ((-122.509355769 37.760333964, -122.509544955 37.762053561))","2017 May 12 05:09:13 PM","Sunset/Parkside","4","2025 May 03 10:16:38 AM"
"1732",,"Time limited","M-F","900-2000","900","2000",,"2015-03-23 17:00:00-07:00","Mark C. Dreger","Q","S",,"731","410","0",,,,,,"2",,,"RAYNELLCOOPER","2023-04-21 15:47:59-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 900-2000",,"Yes. RPP holders are exempt from time limits.","9am","8pm","MULTILINESTRING ((-122.438795229 37.772057585, -122.437395054 37.772237284))","2023 Apr 21 03:47:59 PM","Haight Ashbury","5","2025 May 03 10:16:38 AM"
"1680",,"Time limited","M-F","900-2000","900","2000",,"2015-03-23 17:00:00-07:00","Mark C. Dreger","Q",,,"1423","412","0",,,,,,"2",,,"MTA","2017-05-12 17:15:22-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 900-2000",,"Yes. RPP holders are exempt from time limits.","9am","8pm","MULTILINESTRING ((-122.43639965 37.777152605, -122.434993294 37.777331901))","2017 May 12 05:15:22 PM","Western Addition","5","2025 May 03 10:16:38 AM"
"361",,"Time limited","M-F","900-2000","900","2000",,"2015-03-23 17:00:00-07:00","Mark C. Dreger","Q",,,"1494","274","0",,,,,,"2",,,"MTA","2017-05-12 17:15:22-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 900-2000",,"Yes. RPP holders are exempt from time limits.","9am","8pm","MULTILINESTRING ((-122.434157975 37.773450017, -122.43400677 37.772706437))","2017 May 12 05:15:22 PM","Haight Ashbury","5","2025 May 03 10:16:38 AM"
"3382","City Hall","Government permit","M-Su","0-0","0","0","Updated with Resolution 180206-018. Still, original legislation encompasses more and is unknown.",,,,,,"117",,"0",,,,"mta","1442448000000","0",,,"JOELMANDELLA","2018-02-20 17:47:02-08:00",,"2017-06-05 17:00:00-07:00","170606-067","BB. ESTABLISH – PERMIT PARKING, AT ALL TIMES – Dr. Carlton B. Goodlett Place, west side, from 333 feet to 353 feet south of McAllister Street and McAllister Street, south side, from 137 feet to 287 feet east of Van Ness Avenue.",,,,,,"MULTILINESTRING ((-122.419735122 37.780020774, -122.418954685 37.780120158))","2018 Feb 20 05:47:02 PM","Tenderloin","5","2025 May 03 10:16:38 AM"
"3390","City Hall","Government permit","M-Su","0-0","0","0",,,,,,,,,"0",,,,"mta","1519084800000","0","JOELMANDELLA","2018-02-20 17:37:47-08:00","JOELMANDELLA","2018-02-20 17:45:08-08:00",,"2018-02-05 16:00:00-08:00","180206-018","B. ESTABLISH – PERMIT PARKING, AT ALL TIMES – Dr. Carlton B. Goodlett Place, west side, between McAllister Street and Grove Street; McAllister Street, south side, from 137 feet to 287 feet east of Van Ness Avenue",,,,,,"MULTILINESTRING ((-122.418694367 37.780096906, -122.418378341 37.778638546))","2018 Feb 20 05:45:08 PM","Tenderloin","5","2025 May 03 10:16:38 AM"
"4401",,"Time limited","M-F","800-1800","800","1800",,,,"P",,,"7938","266","0",,,,,,"2",,,"MTA","2017-05-12 17:13:13-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.436034528 37.782756258, -122.435888753 37.782035963))","2017 May 12 05:13:13 PM","Western Addition","5","2025 May 03 10:16:38 AM"
"4390",,"Time limited","M-F","800-1800","800","1800",,,,"G",,,"5627","109","0",,,,,,"2",,,"MTA","2017-05-12 17:13:25-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.42534277 37.788173428, -122.42540431 37.788467737))","2017 May 12 05:13:25 PM","Pacific Heights","5","2025 May 03 10:16:38 AM"
"1017",,"Time limited","M-Su","800-2200","800","2200",,,,"Y",,,"9432","104","0",,,,,,"2",,,"MTA","2017-05-12 17:18:48-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-Su, 800-2200",,"Yes. RPP holders are exempt from time limits.","8am","10pm","MULTILINESTRING ((-122.39101255 37.784412774, -122.391266737 37.784614392))","2017 May 12 05:18:48 PM","Financial District/South Beach","6","2025 May 03 10:16:38 AM"
"384",,"Time limited","M-Su","800-2200","800","2200",,,,"U",,,"8896","406","0",,,,,,"1",,,"MTA","2017-05-12 17:18:47-07:00","black, 2.5 pt, dash 1:1, interval 2",,,,"black, 2.5 pt, dash 1:1, interval 2 | 1, M-Su, 800-2200",,"Yes. RPP holders are exempt from time limits.","8am","10pm","MULTILINESTRING ((-122.411780173 37.772127804, -122.410782 37.772912653))","2017 May 12 05:18:47 PM","South of Market","6","2025 May 03 10:16:38 AM"
"2415",,"Time limited","M-F","800-1800","800","1800",,,,"K",,,"6792","274","0",,,,,,"2",,,"MTA","2017-05-12 17:13:13-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.437050563 37.796796601, -122.436901747 37.796053923))","2017 May 12 05:13:13 PM","Marina","2","2025 May 03 10:16:38 AM"
"2949",,"Time limited","M-F","800-1800","800","1800",,,,"G",,,"5880","183","0",,,,,,"2",,,"MTA","2017-05-12 17:13:12-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.432707236 37.791199986, -122.432807555 37.791696004))","2017 May 12 05:13:12 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
