"objectid","AGENCY","REGULATION","DAYS","HOURS","HRS_BEGIN","HRS_END","REGDETAILS","MODIFIED","EDITOR","RPPAREA1","RPPAREA2","RPPAREA3","FID_100","LENGTH_FT","CONFLICT","ENACTED","CREATED_US","CREATED_DA","LAST_EDITE","LAST_EDI_1","HRLIMIT","CREATED_USER","CREATED_DATE","LAST_EDITED_USER","LAST_EDITED_DATE","RPP_SYM","MTAB_DATE","MTAB_MOTION","MTAB_RESO_TEXT","SYM_RPP2","GLOBALID","EXCEPTIONS","FROM_TIME","TO_TIME","shape","data_as_of","analysis_neighborhood","supervisor_district","data_loaded_at"
"5842",,"Time limited","M-F","900-1700","900","1700",,,,"D",,,"5107","77","0",,,,,,"4",,,"MTA","2017-05-12 17:11:32-07:00","lapis lazuli, 2.5 pt, dash 3:1:1:1, interval 2",,,,"lapis lazuli, 2.5 pt, dash 3:1:1:1, interval 2 | 4, M-F, 900-1700",,"Yes. RPP holders are exempt from time limits.","9am","5pm","MULTILINESTRING ((-122.428377351 37.735755281, -122.428207758 37.735590958))","2017 May 12 05:11:32 PM","Glen Park","8","2025 May 03 10:16:38 AM"
"5875",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8392","247","0",,,,,,"2",,,"MTA","2017-05-12 17:17:38-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.431101994 37.767470748, -122.431037016 37.766793188))","2017 May 12 05:17:38 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"5977",,"Time limited","M-F","800-2100","800","2100",,,,,,,,,,,,,,,"2","TMINICUCCI","2017-02-16 13:30:34-08:00","RAYNELLCOOPER","2024-04-29 17:21:10-07:00",,"2017-01-02 16:00:00-08:00","170103-001",,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.426929546 37.771697997, -122.427088557 37.772442932))","2024 Apr 29 05:21:10 PM","Hayes Valley","8","2025 May 03 10:16:38 AM"
"7683",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8168","206","0",,,,,,"2",,,"MTA","2017-05-12 17:17:39-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.436273424 37.76968287, -122.43609248 37.769418715, -122.435965261 37.769174639))","2017 May 12 05:17:39 PM","Haight Ashbury","8","2025 May 03 10:16:38 AM"
"6726",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8101","95","0",,,,,,"2",,,"MTA","2017-05-12 17:17:31-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.440059595 37.762135329, -122.439730438 37.762155169))","2017 May 12 05:17:31 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"1521",,"Time limited","M-F","800-1700","800","1700",,,,"J",,,"6475","342","0",,,,,,"2",,,"MTA","2017-05-12 17:11:32-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 800-1700",,"Yes. RPP holders are exempt from time limits.","8am","5pm","MULTILINESTRING ((-122.449505443 37.763991896, -122.448339166 37.764141676))","2017 May 12 05:11:32 PM","Haight Ashbury","8","2025 May 03 10:16:38 AM"
"6659",,"Time limited","M-F","800-1800","800","1800",,"2015-01-06 16:00:00-08:00","Mark C. Dreger","Z",,,"1835","115","0",,,,,,"2",,,"MTA","2017-05-12 17:13:00-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.425258286 37.755100033, -122.424860162 37.755124013))","2017 May 12 05:13:00 PM","Mission","8","2025 May 03 10:16:38 AM"
"12939",,"Pay or Permit","M-Sa","900-2100","900","2100",,,,"HV",,,"8248","269","0",,,,,,"72","RAYNELLCOOPER","2022-09-23 17:02:12-07:00","RAYNELLCOOPER","2022-09-23 17:02:12-07:00","black, 2.0 pt, no dash","2021-07-19 17:00:00-07:00",,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from payment.","8am","9pm","MULTILINESTRING ((-122.423914522 37.772837358, -122.423766868 37.772109262))","2022 Sep 23 05:02:12 PM","Hayes Valley","8","2025 May 03 10:16:38 AM"
"5828",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8569","227","0",,,,,,"2",,,"MTA","2017-05-12 17:17:30-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.434455386 37.754377098, -122.434396505 37.753755709))","2017 May 12 05:17:30 PM","Noe Valley","8","2025 May 03 10:16:38 AM"
"5634",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8734","551","0",,,,,,"2",,,"MTA","2017-05-12 17:17:39-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.426585469 37.768962793, -122.424686495 37.76907987))","2017 May 12 05:17:39 PM","Mission","8","2025 May 03 10:16:38 AM"
"5706",,"Time limited","M-F","800-1800","800","1800",,,,"Z",,,"9606","511","0",,,,,,"2",,,"MTA","2017-05-12 17:13:10-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.422823647 37.750253234, -122.422689725 37.748854835))","2017 May 12 05:13:10 PM","Mission","8","2025 May 03 10:16:38 AM"
"6114",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8099","402","0",,,,,,"2",,,"MTA","2017-05-12 17:17:31-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.439552039 37.763426582, -122.439448465 37.762324375))","2017 May 12 05:17:31 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"6150",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8448","189","0",,,,,,"2",,,"MTA","2017-05-12 17:17:27-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.431670109 37.764394644, -122.431019822 37.764433987))","2017 May 12 05:17:27 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"6153",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8725","156","0",,,,,,"2",,,"MTA","2017-05-12 17:17:31-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.440150826 37.760631295, -122.440688346 37.760597965))","2017 May 12 05:17:31 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"6169",,"Time limited","M-F","800-2100","800","2100",,"2015-01-11 16:00:00-08:00","Mark C. Dreger","S",,,"2456","153","0",,,,,,"2",,,"MTA","2017-05-12 17:17:40-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.443175131 37.765288064, -122.442932665 37.765281071, -122.442806543 37.765277426, -122.442647083 37.765272818))","2017 May 12 05:17:40 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"5544",,"Time limited","M-F","800-1800","800","1800",,,,"Z",,,"9456","553","0",,,,,,"2",,,"MTA","2017-05-12 17:13:13-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.429028563 37.746724104, -122.427122325 37.746841146))","2017 May 12 05:13:13 PM","Noe Valley","8","2025 May 03 10:16:38 AM"
"5420",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8314","249","0",,,,,,"2",,,"MTA","2017-05-12 17:17:29-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.429076581 37.769592639, -122.429140045 37.770273387))","2017 May 12 05:17:29 PM","Hayes Valley","8","2025 May 03 10:16:38 AM"
"6605",,"Time limited","M-F","800-2100","800","2100",,"2015-01-11 16:00:00-08:00","Mark C. Dreger","S",,,"1867","231","0",,,,,,"2",,,"MTA","2017-05-12 17:17:30-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.432246533 37.754537772, -122.432185901 37.753905432))","2017 May 12 05:17:30 PM","Noe Valley","8","2025 May 03 10:16:38 AM"
"6630",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8483","269","0",,,,,,"2",,,"MTA","2017-05-12 17:17:31-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.436437256 37.762463503, -122.437363913 37.762407752))","2017 May 12 05:17:31 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"1501",,"Time limited","M-F","800-1800","800","1800",,,,"Z",,,"9553","241","0",,,,,,"2",,,"MTA","2017-05-12 17:13:27-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.423710757 37.750265676, -122.422878002 37.750315923))","2017 May 12 05:13:27 PM","Mission","8","2025 May 03 10:16:38 AM"
"5431",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8701","171","0",,,,,,"2",,,"MTA","2017-05-12 17:17:38-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.440717872 37.759063106, -122.440503313 37.759071344, -122.440129069 37.759044253))","2017 May 12 05:17:38 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"2765",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8136","264","0",,,,,,"2",,,"MTA","2017-05-12 17:17:39-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.439426479 37.766510336, -122.438568338 37.766260532))","2017 May 12 05:17:39 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"2756",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8662","223","0",,,,,,"2",,,"MTA","2017-05-12 17:17:30-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.435521311 37.756012188, -122.434753726 37.7560595))","2017 May 12 05:17:30 PM","Noe Valley","8","2025 May 03 10:16:38 AM"
"2874",,"Time limited","M-F","800-1800","800","1800",,,,"Z",,,"9458","546","0",,,,,,"2",,,"MTA","2017-05-12 17:13:00-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.42679707 37.746861114, -122.424914766 37.746976649))","2017 May 12 05:13:00 PM","Noe Valley","8","2025 May 03 10:16:38 AM"
"2783",,"Time limited","M-F","700-1800","700","1800",,,,"D",,,"5005","180","0",,,,,,"2",,,"MTA","2017-05-12 17:12:58-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 700-1800",,"Yes. RPP holders are exempt from time limits.","7am","6pm","MULTILINESTRING ((-122.434302185 37.733471085, -122.434905125 37.733590624))","2017 May 12 05:12:58 PM","West of Twin Peaks","8","2025 May 03 10:16:38 AM"
"4009",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8517","552","0",,,,,,"2",,,"MTA","2017-05-12 17:17:27-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.426010229 37.76309741, -122.424105522 37.763212547))","2017 May 12 05:17:27 PM","Mission","8","2025 May 03 10:16:38 AM"
"4087",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8604","236","0",,,,,,"2",,,"MTA","2017-05-12 17:17:30-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.434534832 37.757743168, -122.433722438 37.757792343))","2017 May 12 05:17:30 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"4523",,"Time limited","M-F","800-1800","800","1800",,,,"Z",,,"9556","358","0",,,,,,"2",,,"MTA","2017-05-12 17:13:36-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.421357917 37.748947268, -122.421452324 37.749926574))","2017 May 12 05:13:36 PM","Mission","8","2025 May 03 10:16:38 AM"
"3823",,"Time limited","M-F","800-2100","800","2100",,,"JMANDELLA","S",,,,"437",,,,,,,"2","JOELMANDELLA","2018-02-05 15:28:06-08:00","JOELMANDELLA","2018-02-05 15:42:10-08:00","black, 2.0 pt, no dash","2018-01-15 16:00:00-08:00","180116-002","ESTABLISH – RESIDENTIAL PERMIT PARKING, AREA S, 2- HOUR PARKING, 8 AM TO 9 PM, MONDAY THROUGH FRIDAY, EXCEPT VEHICLES WITH AREA S PERMITS − 22nd Street, both sides, between Castro Street and Diamond Street (3900 block) (signs to be posted from Castro Street west 437 feet up to staircase only","black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.435870904 37.75432185, -122.43538586 37.754349604, -122.435230671 37.75439606, -122.434512007 37.754437222))","2018 Feb 05 03:42:10 PM","Noe Valley","8","2025 May 03 10:16:38 AM"
"2914",,"Time limited","M-F","900-1700","900","1700",,"2015-01-05 16:00:00-08:00","Mark C. Dreger","D",,,"1249","136","0",,,,,,"4",,,"MTA","2017-05-12 17:11:32-07:00","lapis lazuli, 2.5 pt, dash 3:1:1:1, interval 2",,,,"lapis lazuli, 2.5 pt, dash 3:1:1:1, interval 2 | 4, M-F, 900-1700",,"Yes. RPP holders are exempt from time limits.","9am","5pm","MULTILINESTRING ((-122.43115592 37.733028736, -122.431098239 37.732657698))","2017 May 12 05:11:32 PM","Outer Mission","8","2025 May 03 10:16:38 AM"
"3822",,"No parking any time",,,"0","0",,,"JMANDELLA",,,,,"94","0",,,,,,,"JOELMANDELLA","2018-02-05 17:41:50-08:00","JOELMANDELLA","2018-02-05 17:42:48-08:00",,"2018-01-15 16:00:00-08:00","180116-010","B. ESTABLISH – TOW AWAY NO STOPPING ANY TIME - Market Street, north side, from Octavia Boulevard to 111 feet westerly; Market Street, north side, from 191 feet west of Octavia Boulevard to Hermann Street; Market Street, north side, from Laguna Street to 94 feet westerly; Market Street, north side, from 174 feet west of Laguna Street to Duboce Street; Market Street, south side, from Guerrero Street to 85 feet easterly; Market Street, south side, from 165 feet east of Guerrero Street to Pearl Stre",,,"None. Regulation applies to all vehicles.",,,"MULTILINESTRING ((-122.426324443 37.769701973, -122.425480687 37.770369449))","2018 Feb 05 05:42:48 PM","Hayes Valley","8","2025 May 03 10:16:38 AM"
"1907",,"Time limited","M-F","700-1800","700","1800",,,,"D",,,"5100","188","0",,,,,,"2",,,"MTA","2017-05-12 17:13:10-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 700-1800",,"Yes. RPP holders are exempt from time limits.","7am","6pm","MULTILINESTRING ((-122.430208785 37.735471394, -122.429797448 37.735071351))","2017 May 12 05:13:10 PM","Glen Park","8","2025 May 03 10:16:38 AM"
"1881",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8389","534","0",,,,,,"2",,,"MTA","2017-05-12 17:17:28-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.433094736 37.765918126, -122.431253598 37.766029528))","2017 May 12 05:17:28 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"1859",,"Time limited","M-F","800-1800","800","1800",,,,"Z",,,"9534","101","0",,,,,,"2",,,"MTA","2017-05-12 17:13:37-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.424011124 37.75355727, -122.423661204 37.753578341))","2017 May 12 05:13:37 PM","Mission","8","2025 May 03 10:16:38 AM"
"1825",,"Time limited","M-F","800-2100","800","2100",,"2015-01-11 16:00:00-08:00","Mark C. Dreger","S",,,"2394","571","0",,,,,,"2",,,"MTA","2017-05-12 17:17:30-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.434357817 37.755344803, -122.432388987 37.755461204))","2017 May 12 05:17:30 PM","Noe Valley","8","2025 May 03 10:16:38 AM"
"2612",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8669","545","0",,,,,,"2",,,"MTA","2017-05-12 17:17:27-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.43787213 37.755886278, -122.438016714 37.757377772))","2017 May 12 05:17:27 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"2589",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8583","574","0",,,,,,"2",,,"MTA","2017-05-12 17:17:27-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.432066953 37.75468117, -122.430087609 37.754800412))","2017 May 12 05:17:27 PM","Noe Valley","8","2025 May 03 10:16:38 AM"
"2010",,"Time limited","M-F","900-1700","900","1700",,,,"D",,,"5119","191","0",,,,,,"4",,,"MTA","2017-05-12 17:11:32-07:00","lapis lazuli, 2.5 pt, dash 3:1:1:1, interval 2",,,,"lapis lazuli, 2.5 pt, dash 3:1:1:1, interval 2 | 4, M-F, 900-1700",,"Yes. RPP holders are exempt from time limits.","9am","5pm","MULTILINESTRING ((-122.429344455 37.733455296, -122.428686865 37.733516529))","2017 May 12 05:11:32 PM","Outer Mission","8","2025 May 03 10:16:38 AM"
"2154",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8219","160","0",,,,,,"2",,,"MTA","2017-05-12 17:17:31-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.435043463 37.770510733, -122.434498197 37.770580176))","2017 May 12 05:17:31 PM","Haight Ashbury","8","2025 May 03 10:16:38 AM"
"2152",,"Time limited","M-F","900-1700","900","1700",,,,"D",,,"5124","274","0",,,,,,"4",,,"MTA","2017-05-12 17:11:31-07:00","lapis lazuli, 2.5 pt, dash 3:1:1:1, interval 2",,,,"lapis lazuli, 2.5 pt, dash 3:1:1:1, interval 2 | 4, M-F, 900-1700",,"Yes. RPP holders are exempt from time limits.","9am","5pm","MULTILINESTRING ((-122.429267316 37.73246723, -122.428660087 37.732304458, -122.428544011 37.732290667, -122.428464291 37.732312068, -122.428390218 37.73236944))","2017 May 12 05:11:31 PM","Outer Mission","8","2025 May 03 10:16:38 AM"
"3673",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8382","251","0",,,,,,"2",,,"MTA","2017-05-12 17:17:30-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.432201682 37.767597622, -122.4313358 37.767649816))","2017 May 12 05:17:30 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"3254",,"Time limited","M-F","800-1700","800","1700",,,,"J",,,"6462","272","0",,,,,,"2",,,"MTA","2017-05-12 17:11:32-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 800-1700",,"Yes. RPP holders are exempt from time limits.","8am","5pm","MULTILINESTRING ((-122.451173561 37.764798198, -122.451323697 37.765536433))","2017 May 12 05:11:32 PM","Haight Ashbury","8","2025 May 03 10:16:38 AM"
"3536",,"Limited No Parking","M-F","1100-2000","1100","2000","Regulation is due to the DPW Pit Stop program (https://sfpublicworks.wixsite.com/pitstop)",,"JMANDELLA",,,,,"40","0",,,,,,,"TMINICUCCI","2017-09-28 16:05:12-07:00","JOELMANDELLA","2018-01-02 11:33:55-08:00",,"2017-06-05 17:00:00-07:00","170606-068","E. ESTABLISH – TOW AWAY, NO PARKING, 11:00 A.M. TO 8:00 P.M., MONDAY TO FRIDAY, EXCEPT SF PUBLIC WORKS VEHICLES – Haight Street, south side, from Buena Vista Avenue West to 40 feet easterly.",,,"Yes. SF Public Works vehicles are exempt.",,,"MULTILINESTRING ((-122.443065692 37.770454517, -122.443202167 37.770436586))","2018 Jan 02 11:33:55 AM","Haight Ashbury","8","2025 May 03 10:16:38 AM"
"5779",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8721","214","0",,,,,,"2",,,"MTA","2017-05-12 17:17:39-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.439244705 37.759139066, -122.439300644 37.759723741))","2017 May 12 05:17:39 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"4453",,"Time limited","M-F","800-1700","800","1700",,,,"J",,,"9623","202","0",,,,,,"2",,,"MTA","2017-05-12 17:11:31-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 800-1700",,"Yes. RPP holders are exempt from time limits.","8am","5pm","MULTILINESTRING ((-122.450810001 37.762959084, -122.450698567 37.762410817))","2017 May 12 05:11:31 PM","Haight Ashbury","8","2025 May 03 10:16:38 AM"
"4444",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8601","433","0",,,,,,"2",,,"MTA","2017-05-12 17:17:29-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.431713547 37.756216869, -122.430221377 37.756306517))","2017 May 12 05:17:29 PM","Noe Valley","8","2025 May 03 10:16:38 AM"
